I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
7449		2006	12	24	22	43	 26.7	10	 4.2			 4.2					INDIA		INDIA:  RAJASTHAN	  26.880	   76.150	60																				1				
7450		2006	12	25	20	1	   .4	12	 5.8	 5.8	 5.8	 5.7					KYRGYZSTAN		KYRGYZSTAN:  KOCHKOR	  42.156	   76.163	40								3	2410	4										2	2410	4		
7413	Tsu	2006	12	26	12	26	 21.1	10	 7.0	 7.0	 7.3	 6.4					TAIWAN		TAIWAN:  PINGTUNG	  21.799	  120.547	30	       2	1			        40	1		1		2			       2	1			40	1		1		2		
7451		2006	12	31	13	39	 23.6	5	 4.1				4.1				HUNGARY		HUNGARY:  BUDAPEST	  47.449	   19.343	110								1		1										1		1		
7452		2007	1	8	17	21	 50.2	18	 6.0	 6.0	 6.0	 5.8					KYRGYZSTAN		KYRGYZSTAN:  ISFARIA	  39.803	   70.311	40								2	187	3										2	187	3		
7453		2007	1	9	14	49	 48.8	20	 4.5			 4.5					CHINA		CHINA:  GANSU PROVINCE	  37.021	  103.911	30								3	2000	4										3	2000	4		
7454		2007	1	10	17	18	 58.3	23	 4.7			 4.7					CHINA		CHINA:  GANSU PROVINCE	  33.259	  104.740	30								1		2										1		2		
7415	Tsu	2007	1	13	4	23	 21.1	10	 8.1	 8.1	 8.2	 7.3					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.243	  154.524	50																								
7455		2007	1	21	7	38	 57.0	3	 5.1			 5.1	5				TURKEY		TURKEY:  E	  39.592	   42.863	140					         2	1		1									2	1		1				
7456		2007	1	21	11	27	 45.0	22	 7.5	 7.5	 7.3	 6.7					INDONESIA		INDONESIA:  MOLUCCA ISLANDS:  N	   1.065	  126.282	170	       4	1			         4	1		1					       4	1			4	1		1				
7462		2007	2	16	7	15	 54.0	79	 4.9			 4.9					PHILIPPINES		PHILIPPINES:  MINDANAO	   6.614	  126.240	170								1												1				
7463		2007	2	21	11	5	 29.2	10	 5.7	 5.7	 5.5	 5.7	5.9				TURKEY		TURKEY:  DOGANKOY, PUTURGE, SIVRICE	  38.318	   39.267	140								1		1		1								1		1		
7481		2007	3	6	3	49	 38.9	19	 6.4	 6.4	 6.4	 5.9				8	INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN	   -.493	  100.498	170	      67	2			       826	3		3	43719	4	43719	4	      67	2			826	3		3	43719	4		
7482		2007	3	6	13	5	 12.1	43	 5.0		 5.0	 5.0					COLOMBIA		COLOMBIA:  CAUCA, SOTARA, PURACE,	   2.082	  -76.495	160					         9	1		1	9	1							9	1		1	9	1		
7483		2007	3	6	22	32	  6.8	16	 4.7			 4.7					IRAN		IRAN:  WESTERN:  DORUD	  33.490	   48.930	140					        35	1		1									35	1		1				
7459	Tsu	2007	3	25	0	40	  1.6	34	 7.1	 7.1	 7.0	 6.5					VANUATU		VANUATU ISLANDS	 -20.617	  169.357	170																								
7448	Tsu	2007	3	25	0	41	 57.8	8	 6.7	 6.7	 6.8	 6.1					JAPAN		JAPAN:  HONSHU:  W COAST	  37.336	  136.588	30	       1	1			       150	3		3	58	2	455	3	       1	1			150	3		3	58	2	455	3
7484		2007	3	25	13	57	 58.2	15	 5.8	 5.8	 5.5	 5.3				6	GREECE		GREECE:  ARGOSTOLION, KEFALLINIA	  38.340	   20.420	130								1		1										1		1		
7457	Tsu	2007	4	1	20	39	 56.3	24	 8.1	 8.1	 7.9	 6.8					SOLOMON ISLANDS		SOLOMON ISLANDS	  -8.466	  157.043	170	      54	2						3	300	3	500	3	      54	2						3	2500	4	500	3
7501		2007	4	13	5	42	 23.0	34	 6.0	 6.0	 5.8	 5.9				5	MEXICO		MEXICO:  GUERRERO, ATOYAC	  17.302	 -100.198	150								1	2	1										1	2	1		
7502		2007	4	15	3	19	 30.3	16	 4.6		 4.6	 5.4					JAPAN		JAPAN:  HONSHU:  W	  34.807	  136.239	30					        12	1		2	63	1							12	1		2	63	2		
7503		2007	4	16	7	38	 53.8	14	 4.5			 4.5	5.2				ALBANIA		ALBANIA:  TIRANA	  41.172	   19.897	130								1		1												1		
7465	Tsu	2007	4	21	17	53	 46.3	37	 6.2	 6.2	 6.3	 6.1					CHILE		CHILE:  SOUTHERN	 -45.243	  -72.648	160								1			2	1	      10	1						1			2	1
7526		2007	4	28	7	18	 11.3	10	 4.6			 4.6	5			6	UK		UNITED KINGDOM:  ENGLAND:  FOLKESTONE	  51.085	    1.009	120					         1	1		1									1	1		1				
7522		2007	5	8	15	46	 49.1	14	 4.5	 4.5		 4.8	4.7			5	USA	MT	MONTANA:  SHERIDAN	  45.394	 -112.130	150								1												1				
7523		2007	5	16	8	56	 16.4	24	 6.3	 6.3	 6.4	 5.7					LAOS		LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN	  20.504	  100.746	60								1												1				
7524		2007	5	29	9	36	  5.6	24	 6.1	 6.1	 5.8	 6.0					INDONESIA		INDONESIA: LABUHA	  -1.065	  127.343	170								1		2										1		2		
7525		2007	6	2	21	34	 57.7	5	 6.1	 6.1	 6.3	 5.7					CHINA		CHINA:  YUNNAN PROVINCE:  NING'ER	  23.028	  101.052	30	       3	1			       329	3	     310.000	4					       3	1			329	3	     310.000	4				
7534		2007	6	13	19	29	 40.1	23	 6.7	 6.7	 6.5	 5.9					GUATEMALA		GUATEMALA:  GUATEMALA CITY	  13.554	  -90.618	100								1		2		2								1		2		
7535		2007	6	18	14	29	 48.2	5	 5.5	 5.5	 5.1	 5.3					IRAN		IRAN:  QOM	  34.437	   50.833	140								1		2		2								1		2		
7554		2007	7	13	7	20	 25.5	50	 4.5			 4.5					ECUADOR		ECUADOR:  ZARUMA	  -3.987	  -79.836	160								1																
7521	Tsu	2007	7	16	1	13	 22.0	10	 6.6	 6.6							JAPAN		JAPAN:  HONSHU:  W COAST	  37.570	  138.478	30	       9	1			      1088	4	   12500.000	4			875	3	       9	1			1088	4	   12500.000	4			875	3
7595		2007	7	20	10	6	 52.0	10	 5.6	 5.6	 5.3	 5.5					CHINA		CHINA:  XINJIANG:  TEKES	  42.913	   82.378	40								2	2120	4										2	2120	4		
7596		2007	7	20	11	42	 22.3	5	 4.2	 4.2							USA	CA	CALIFORNIA:  MONTCLAIR	  37.804	 -122.193	150								1												1				
7597		2007	7	21	22	44	 13.5	10	 5.2	 5.2	 5.0	 5.6					TAJIKISTAN		TAJIKISTAN:  RASHT, ASHT	  38.936	   70.485	40	      12	1											      12	1										
7598		2007	7	22	23	2	 14.7	19	 4.3		 4.3	 5.1					INDIA		INDIA:  UTTARKASHI, CHAMOLI, MUZAFFARNAGAR	  30.881	   78.239	60					         3	1		1		1		1					3	1		1		1		
7599		2007	7	26	5	40	 16.1	25	 6.9	 6.9	 6.8	 6.4					INDONESIA		INDONESIA:  MALUKU:  N	   2.872	  127.464	170						2		1		1								2		1		1		
7600		2007	8	1	17	8	 51.4	120	 7.2	 7.2		 6.2					VANUATU		VANUATU ISLANDS:  LUGANVILLE	 -15.595	  167.680	170								1		1		1								1		1		
7531	Tsu	2007	8	2	2	37	 42.3	5	 6.2	 6.2	 6.2	 5.3					RUSSIA		RUSSIA:  TATAR STRAIT	  47.116	  141.798	50	       2	1			        12	1		1	11	1	20	1	       2	1			12	1		1	11	2	20	1
7532	Tsu	2007	8	2	3	21	 42.8	21	 6.7	 6.7	 6.6	 6.3					USA	AK	ALASKA:  ALEUTIAN ISLANDS	  51.307	 -179.971	150																								
7601		2007	8	6	8	48	 40.0	2	 4.2			 4.2	3.9				USA	UT	UTAH:  HUNTINGTON	  39.465	 -111.237	150	       9	1				1							       9	1				1						
7533		2007	8	8	17	4	 58.0	289	 7.5	 7.5							INDONESIA		INDONESIA:  JAVA	  -5.968	  107.655	170																								
7537	Tsu	2007	8	15	23	40	 57.8	39	 8.0	 8.0	 7.9	 6.7				8	PERU		PERU:  ICA, PISCO, LIMA	 -13.386	  -76.603	160	     514	3			      1090	4		4	39700	4			     514	3			1090	4		4	39700	4		
7614		2007	8	17	0	38	 56.0	0	 1.6				1.6				USA	UT	UTAH	  39.464	 -111.207	150	       3	1			         6	1							       3	1			6	1						
7615		2007	8	20	19	15	 53.5	5	 4.4			 4.4	4				INDIA		INDIA:  MAHARASHTRA:  SATARA	  17.200	   73.700	60								1												1				
7616		2007	8	25	4	24	 21.9	10	 5.0			 5.0	4.5				IRAN		IRAN:  HADJI ABAD, ORZUIYEH	  28.154	   56.652	140					         4	1											4	1						
8136	Tsu	2007	9	2	1	5	 18.1	35	 7.2	 7.2	 7.3	 5.9					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -11.610	  165.762	170																								
7617		2007	9	9	18	36	 37.6	35	 4.8			 4.8					INDONESIA		INDONESIA:  SITUBONDO	  -7.783	  114.338	170					        13	1		1									13	1		1				
7695		2007	9	10	1	49	 14.2	31	 6.8	 6.8	 6.7	 6.1					COLOMBIA		COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA	   2.982	  -77.967	160					         5	1		1	35	1							5	1		1	35	1		
7574	Tsu	2007	9	12	11	10	 26.8	34	 8.4	 8.4	 8.5	 6.9					INDONESIA		INDONESIA:  SUMATRA	  -4.438	  101.367	60	      25	1			       161	3		3	56425	4	56425	4	      25	1			161	3		3	56425	4		
7575		2007	9	12	23	49	  3.7	35	 7.9	 7.9	 8.1	 6.6					INDONESIA		INDONESIA:  SUMATRA	  -2.625	  100.841	60																								
8957		2007	9	28	13	38	 57.8	260	 7.5	 7.5		 6.7					JAPAN		JAPAN:  VOLCANO ISLANDS	  22.013	  142.668	30																								
7594	Tsu	2007	9	30	5	23	 34.0	10	 7.4	 7.4							NEW ZEALAND		NEW ZEALAND:  AUCKLAND ISLANDS	 -49.418	  163.954	170																								
7696		2007	10	15	12	29	 36.0	26	 6.8	 6.8	 6.8	 6.0					NEW ZEALAND		NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND	 -44.785	  167.583	170								1												1				
7697		2007	10	26	6	50	  6.6	10	 4.8		 4.8	 5.3					PAKISTAN		PAKISTAN:  GHANCHE	  35.304	   76.753	60	       1	1			        12	1							       1	1			12	1						
7698		2007	10	31	3	4	 54.8	10	 5.6	 5.6	 5.1	 5.3					USA	CA	CALIFORNIA:  SAN JOSE	  37.434	 -121.774	150								1												1				
7699		2007	11	6	9	38	  5.7	10	 5.1	 5.1		 5.0					INDIA		INDIA:  GUJARAT	  21.181	   70.724	60	       1	1			         5	1		1		2		2	       1	1			5	1		1		2		
7700		2007	11	7	4	12	 38.6	72	 5.1			 5.1					PHILIPPINES		PHILIPPINES:  BOHOL ISLAND:  MABINI	   9.721	  124.647	170	       1	1											       1	1										
7701		2007	11	7	7	10	 21.9	29	 5.1		 5.1	 5.1					BANGLADESH		BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI	  22.150	   92.388	60					        10	1		1									10	1		1				
7634	Tsu	2007	11	14	15	40	 50.5	40	 7.7	 7.7	 7.4	 6.7				8	CHILE		CHILE:  TOCOPILLA, MARIA ELENA	 -22.247	  -69.890	160	       2	1			        65	2		3		4			       2	1			65	2		3		4		
7702		2007	11	16	3	13	   .1	123	 6.8	 6.8		 6.3					ECUADOR		PERU-ECUADOR:  GUAYAQUIL	  -2.312	  -77.838	160								1												1				
7703		2007	11	20	5	20	  3.4	7	 4.8			 4.8	4.9				IRAN		IRAN:  WESTERN:  QAL' EH-YE TOL, KHUZESTAN	  31.680	   49.930	140					        30	1		1		1		1					30	1		1		1		
7674		2007	11	25	16	2	 17.9	35	 6.5	 6.5		 6.2	6.3				INDONESIA		INDONESIA:  SUMBAWA ISLAND	  -8.277	  118.339	170	       3	1				3		2		3			       3	1				3		2		3		
7704		2007	11	25	23	12	 17.0	10	 4.7			 4.7					INDIA		INDIA:  BADAUN, MEERUT, NOIDA, REWARI	  28.555	   77.057	60								1		1		1								1		1		
7675	Tsu	2007	11	29	19	0	 20.4	156	 7.4	 7.4		 6.9					MARTINIQUE		MARTINIQUE	  14.944	  -61.274	90	       1	1			       102	3		1					       1	1			102	3		1				
7708		2007	12	9	2	3	 29.4	10	 4.6			 4.6					BRAZIL		BRAZIL:  MINAS GERAIS	 -15.048	  -44.231	160	       1	1			         6	1		2	76	2			       1	1			6	1		2	76	2		
7694	Tsu	2007	12	9	7	28	 20.8	153	 7.8	 7.8		 7.0					KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -25.996	 -177.514	170																								
7723		2007	12	15	18	22	 27.1	25	 5.9	 5.9	 5.7	 5.5	6				CHILE		CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO	 -32.689	  -71.695	160					         4	1		1		1							4	1		1		1		
7724		2007	12	20	7	55	 15.8	20	 6.6	 6.6	 6.5	 6.3	6.9			7	NEW ZEALAND		NEW ZEALAND:  OFF COAST NORTH ISLAND	 -39.011	  178.291	170	       1	1						1	3	1			       1	1						1	3	1		
7725		2007	12	20	9	48	 29.9	10	 5.7	 5.7	 5.6	 5.2	5.7				TURKEY		TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL	  39.417	   33.212	140								1		1		1								1		1		
7726		2007	12	26	23	47	 10.7	8	 5.6	 5.6	 5.5	 5.2	5.5				TURKEY		TURKEY:  CENTRAL:  ANKARA	  39.446	   33.162	140								3	2214	4	2214	4								3	2214	4		
7745		2008	1	1	6	32	 27.9	6	 5.6	 5.6	 5.4	 5.8					KYRGYZSTAN		KYRGYZSTAN:  OSH	  40.288	   72.985	40								3	5385	4										3	5385	4		
7746		2008	1	5	1	56	 45.4	66	 5.6	 5.6		 5.4					GUATEMALA		GUATEMALA:  COLOMBA, FLORES, COSTA CUCA	  14.129	  -91.479	100								1												1				1
7747		2008	1	7	3	12	 26.8	12	 5.9	 5.9	 5.6	 6.0					INDONESIA		INDONESIA: NEW GUINEA: MANOKWARI,	   -.795	  134.012	170					         6	1		1			22	1					6	1		1			22	1
7748		2008	1	9	22	24	  3.8	10	 4.6			 4.6	5.3				ALGERIA		ALGERIA:  ORAN	  35.616	    -.570	15	       1	1						2					       1	1						2				2
7749		2008	1	12	22	44	 47.3	34	 5.0			 5.0					BANGLADESH		INDIA-BANGLADESH:  RANGAMATI, BANGLADESH	  22.761	   92.333	60								1				2								1				2
7750		2008	1	22	17	14	 57.9	20	 6.1	 6.1		 5.9					INDONESIA		INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	   1.011	   97.442	170	       1	1			         5	1		1					       1	1			5	1		1				2
7764		2008	2	3	7	34	 12.1	10	 5.9	 5.9	 5.8	 6.1					CONGO		CONGO:  BUKAVU	  -2.296	   28.900	10	      38	1			       717	3		3	99	2	815	3	      38	1			717	3		3	99	2	815	3
7765		2008	2	6	6	9	 40.4	10	 4.3			 4.3					INDIA		INDIA:  WEST BENGAL	  23.433	   87.111	60	       1	1			        50	1		2					       1	1			50	1		2				3
7766		2008	2	9	7	12	  5.8	3	 5.1	 5.1		 5.1	5.5				MEXICO		MEXICO:  BAJA CALIFORNIA	  32.456	 -115.315	150								1												1				
7767		2008	2	13	20	55	 31.5	14	 4.9		 4.9	 4.5	4.2				IRAN		IRAN:  NASIRABAD	  31.730	   51.200	140					        10	1		1									10	1		1			70	2
7768		2008	2	14	2	7	 46.7	10	 4.9		 4.9	 5.4					RWANDA		RWANDA:  GISENYI	  -2.404	   28.918	10	       1	1			       109	3		1			5	1	       1	1			109	3		1			5	1
7769		2008	2	15	10	36	 19.0	10	 5.0			 5.0	5.3				LEBANON		LEBANON-SYRIA:  BAALBEC	  33.327	   35.305	140					        10	1		1				1					10	1		1				1
7870		2008	2	20	8	8	 30.5	26	 7.4	 7.4	 7.5	 6.5					INDONESIA		INDONESIA:  SUMATERA:  ACEH PROVINCE	   2.768	   95.964	170	       3	1			        25	1							       3	1			25	1						
7871		2008	2	21	14	16	  2.7	7	 6.0	 6.0	 5.8	 5.7				8	USA	NV	NEVADA:  WELLS	  41.153	 -114.867	150					         3	1		2			720	3					3	1		2			720	3
7743	Tsu	2008	2	25	8	36	 33.0	25	 6.5	 6.5	 6.6	 6.4					INDONESIA		INDONESIA:  SUMATRA:  PADANG	  -2.486	   99.972	60								1				2								1				2
7872		2008	2	27	0	56	 47.8	18	 4.8			 4.8	5.3				UK		UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE	  53.403	    -.332	120					         1	1		1									1	1		1				1
7873		2008	2	29	4	46	    	10	 4.3			 4.3					BRAZIL		BRAZIL:  SOBRAL	  -3.700	  -40.350	160								1												1				
7874		2008	3	9	11	10	 41.0	10	 4.5			 4.5					INDIA		INDIA:  GUJARAT	  23.330	   70.592	60								1												1				1
7875		2008	3	20	22	32	 57.9	10	 7.2	 7.2	 7.3	 6.3					CHINA		CHINA:  XINJIANG PROVINCE	  35.490	   81.467	40								3	2200	4										3	2200	4		
7876		2008	3	29	12	51	 24.7	51	 5.3	 5.3		 5.4					PERU		PERU:  OFF COAST	 -12.178	  -77.164	160					         1	1		1	5	1							1	1		1	5	1		
7800	Tsu	2008	4	9	12	46	 12.7	33	 7.3	 7.3	 7.3	 6.3					NEW CALEDONIA		NEW CALEDONIA: LOYALTY ISLANDS	 -20.071	  168.892	170																								
8127		2008	4	15	3	3	  4.6	33	 6.1	 6.1	 5.8	 5.6					GUATEMALA		GUATEMALA	  13.564	  -90.599	100								1												1			8	1
7823		2008	4	18	9	36	 59.1	14	 5.3	 5.3	 4.8	 5.1					USA		ILLINOIS:  WEST SALEM	  38.452	  -87.886	150								1				1								1				1
8128		2008	4	26	6	40	 10.6	1	 5.0	 5.0	 4.8	 4.8	4.7				USA		NEVADA:  FALLON	  39.520	 -119.930	150								1				1								1				1
8138	Tsu	2008	4	28	18	33	 34.2	32	 6.4	 6.4	 6.2	 6.2					VANUATU		VANUATU ISLANDS	 -19.941	  168.953	170																								
8129		2008	5	1	0	15	 27.4	16	 4.5			 4.5	4.7				IRAN		IRAN:  LORESTAN, BOROUJERD	  33.860	   48.590	140					       100	1		1									100	2		1				
8130		2008	5	7	16	45	 20.2	39	 6.8	 6.8	 6.7	 6.1					JAPAN		JAPAN:  HONSHU:  E COAST	  36.158	  141.521	30					         6	1		1									6	1		1				
7843	Tsu	2008	5	12	6	28	  1.5	19	 7.9	 7.9	 8.1	 6.9				9	CHINA		CHINA:  SICHUAN PROVINCE	  31.002	  103.322	30	   87652	4			    374171	4	   86000.000	4	5360000	4	5360000	4	   87652	4			374171	4	   86000.000	4	5360000	4	21000000	4
8122		2008	5	21	19	23	 57.3	10									BRAZIL		BRAZIL:  ALCANTARAS	  -3.910	  -40.440	160								1												1				
7879		2008	5	24	19	20	 42.4	9	 5.6	 5.6							COLOMBIA		COLOMBIA:  META, QUETAME	   4.330	  -73.764	160	       6	1						1				2	       6	1						1				2
7881		2008	5	25	8	21	 48.7	10	 6.0	 6.0	 6.0	 5.8					CHINA		CHINA:  SICHUAN PROVINCE	  32.570	  105.424	30	       8	1			       927	3		4	400000	4	400000	4	       8	1			927	3		4	400000	4		
8123		2008	5	26	15	1	 33.6	13	 5.6	 5.6	 5.2	 5.3					COSTA RICA		PANAMA-COSTA RICA	   8.423	  -82.968	100								1												1				
8124		2008	5	27	8	37	 51.5	10	 5.7	 5.7	 5.2	 5.5					CHINA		CHINA:  SICHUAN PROVINCE	  32.710	  105.540	30								3	20000	4	20000	4								3	20000	4		
7880		2008	5	29	15	46	   .4	10	 6.3	 6.3	 6.2	 6.0					ICELAND		ICELAND: REYKJAVIK	  64.004	  -21.012	120					        30	1		1									30	1		1				
8125		2008	6	6	20	2	 56.8	4	 5.5	 5.5	 5.3	 5.5					ALGERIA		ALGERIA:  ORAN	  35.883	    -.658	15	       1	1			        30	1		2		2		2	       1	1			30	1		2		2		
8126		2008	6	6	21	16	 33.8	11	 3.8			 3.8					INDIA		INDIA:  MANPUR	  24.702	   84.964	60					         2	1		1									2	1		1				
7925		2008	6	8	12	25	 29.7	16	 6.3	 6.3	 6.3	 6.2					GREECE		GREECE:  ACHAIA, ILEIA	  37.963	   21.525	130	       2	1			       240	3		3	1156	4			       2	1			240	3		3	1156	4		
7907		2008	6	13	23	43	 45.3	8	 6.9	 6.9	 7.0	 6.5					JAPAN		JAPAN:  HONSHU:  TOKYO	  39.030	  140.881	30	      13	1			       357	3		3			614	3	      13	1			357	3		3			614	3
8120		2008	7	1	0	17	 33.2	33	 5.5	 5.5	 5.0	 5.4					PERU		PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA	 -10.368	  -75.512	160					        45	1		1	60	1	25	1					45	1		1	60	2	25	1
8121		2008	7	3	23	10	  2.0	10	 5.0	 5.0	 4.2	 4.9					IRAN		IRAN:  NE:  KATKAN	  35.500	   58.800	140								1		2		2								1		2		
8955		2008	7	5	2	12	  4.4	633	 7.7	 7.7		 6.8					RUSSIA		RUSSIA:  SEA OF OKHOTSK	  53.882	  152.886	50																								
8163		2008	7	8	9	13	  7.4	123	 6.2	 6.2		 5.8					PERU		PERU:  AREQUIPA	 -15.986	  -71.748	160	       1	1						1				2	       1	1						1				2
7971	Tsu	2008	7	19	2	39	 28.7	22	 6.9	 6.9	 7.0	 6.2					JAPAN		JAPAN:  OFF EAST COAST OF HONSHU ISLAND	  37.552	  142.214	30																								
8164		2008	7	23	15	26	 19.9	108	 6.8	 6.8		 6.6					JAPAN		JAPAN:  HONSHU:  N	  39.802	  141.464	30	       1	1			       200	3		2	90	2	90	2	       1	1			200	3		2			90	2
8165		2008	7	24	7	9	 30.0	10	 5.6	 5.6	 5.4	 5.6					CHINA		CHINA:  SICHUAN PROVINCE	  32.747	  105.542	30	       1	1			        17	1		3	1200	4	1200	4	       1	1			17	1		3	1200	4		
8166		2008	7	29	18	42	 15.7	15	 5.4	 5.4	 5.5	 5.5				6	USA	CA	CALIFORNIA:  LOS ANGELES	  33.953	 -117.761	150					         8	1		1				1					8	1		1				1
8167		2008	8	1	8	32	 43.0	7	 5.7	 5.7	 5.6	 5.9					CHINA		CHINA:  SICHUAN PROVINCE	  32.036	  104.722	30					       231	3		2	540	3	540	3					231	3		2	540	3	2450	4
8168		2008	8	5	9	49	 17.2	6	 6.0	 6.0	 6.0	 5.9					CHINA		CHINA:  SICHUAN PROVINCE	  32.756	  105.494	30	       4	1			        29	1		1					       4	1			29	1		1				1
8169		2008	8	11	7	19	 26.4	13	 5.2	 5.2	 4.5	 5.1					VENEZUELA		VENEZUELA:  CARIACO-CUMANA	  10.514	  -64.171	160								1			50	1								1			50	1
8170		2008	8	15	10	25	 16.5	10	 6.0	 6.0	 5.6	 5.8					PHILIPPINES		PHILIPPINES:  LUZON:  LEGASPI	  12.897	  124.319	170								1												1				
8171		2008	8	19	21	35	 17.2	46	 5.0			 5.0					CHINA		CHINA:  YUNNAN PROVINCE	  25.051	   97.919	30								3	5	1	5	1								3	5	1	2420	4
8172		2008	8	21	12	24	 29.5	1	 6.0	 6.0	 5.9	 5.6					CHINA		CHINA:  YUNNAN PROVINCE	  25.044	   97.684	30	       5	1			       127	3		3					       5	1			127	3		3				
8173		2008	8	25	11	25	 19.3	32	 5.5	 5.5	 5.1	 5.4	5.9				NEW ZEALAND		NEW ZEALAND:  NORTH ISLAND	 -39.715	  176.851	170								2												1				
8174		2008	8	25	13	21	 58.8	12	 6.7	 6.7	 6.5	 6.2				8	CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  30.901	   83.520	40								2			700	3								2			700	3
10114	Tsu	2008	8	26	8	7	  8.5	10	 5.0			 5.0					ATLANTIC OCEAN		ATLANTIC OCEAN:  SOUTH	 -52.533	   26.417	70																								
8175		2008	8	27	1	35	 32.1	16	 6.2	 6.2	 6.2	 5.8				8	RUSSIA		RUSSIA:  LAKE BAYKAL	  51.607	  104.158	40								1												1				
8132		2008	8	30	8	30	 54.0	17	 5.9	 5.9	 5.8	 5.7					CHINA		CHINA:  SICHUAN PROVINCE	  26.272	  101.937	30	      43	1			       589	3		4	392000	4	392000	4	      43	1			589	3		4	392000	4		
8176		2008	9	3	2	22	 47.0	6	 4.1		 4.1	 4.6	5.1				TURKEY		TURKEY:  ADIYAMAN	  37.507	   38.503	140								1												1				
8185		2008	9	9	3	7	 27.5	25	 5.4			 5.4					INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN	  -3.935	  103.058	60	       2	1						2					       2	1						2			113	3
8133		2008	9	10	11	0	 34.0	12	 6.1	 6.1	 6.0	 6.1					IRAN		IRAN:  HORMOZGAN PROVINCE	  26.743	   55.828	140	       7	1			        45	1		3		3		3	       7	1			45	1		3		3		3
8134	Tsu	2008	9	11	0	20	 50.9	25	 6.8	 6.8	 7.0	 6.1					JAPAN		JAPAN:  HOKKAIDO	  41.892	  143.754	30																								
8186		2008	9	16	21	47	 14.5	10	 5.0			 5.0					INDIA		INDIA:  MAHARASHTRA	  17.438	   73.915	60	       1	1			        20	1		3					       1	1			20	1		3			1500	4
8160		2008	10	5	15	52	 49.4	27	 6.6	 6.6	 6.9	 6.4					KYRGYZSTAN		KYRGYZSTAN: NURA	  39.533	   73.824	40	      74	2			       140	3		2		2			      74	2			140	3		2		2		
8161		2008	10	6	8	30	 45.5	12	 6.3	 6.3	 6.2	 6.0					CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  29.807	   90.350	40	       9	1			        19	1		2		3			       9	1			19	1		2		3		
8162		2008	10	11	9	6	 10.7	16	 5.7	 5.7	 5.5	 5.6					RUSSIA		RUSSIA:  CAUCASUS:  CHECHNYA	  43.372	   46.254	40	      13	1			       100	2		3			1027	4	      13	1			100	2		3			1027	4
8177		2008	10	28	23	9	 57.6	15	 6.4	 6.4	 6.6	 6.3					PAKISTAN		PAKISTAN:  QUETTA	  30.639	   67.351	60	     166	3			       370	3		4	3487	4	3487	4	     166	3			370	3		4	3487	4	4125	4
8206		2008	10	29	11	32	 43.1	14	 6.4	 6.4	 6.6	 6.2					PAKISTAN		PAKISTAN:  ZIARAT	  30.598	   67.455	60					         1	1		2		2		2					1	1		2		2		
8207		2008	11	10	1	22	  2.5	19	 6.3	 6.3	 6.4	 6.4					CHINA		CHINA:  QINGHAI PROVINCE	  37.565	   95.833	40					         3	1	       4.000	2		2		2					3	1	       4.000	2		2		1
8191	Tsu	2008	11	16	17	2	 32.7	30	 7.3	 7.3	 7.0	 6.5					INDONESIA		INDONESIA:  MINAHASSA PENINSULA	   1.271	  122.091	170	       6	1			        77	2		3			1000	3	       6	1			77	2		3			1000	3
